item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus
236400707348,"Atwater blindsides Favre, causing fumble 1998 SkyBox Premium #197",2.15,,,,0,No solds | No actives | No data,
236400707350,Brett Favre 2001 Fleer E-X #4 Green Bay Packers,1.49,1.99,,1.99,0,Browse BIN | No actives | Sold median P1,Updated successfully (business policy warning only)
236400707352,Brett Favre 1993 Pro Set Power #4 Green Bay Packers,1.49,2.99,1.72,1.7,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400707353,Brett Favre 1992 Pro Set #505 Green Bay Packers,1.55,,1.67,1.65,11,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400707355,"Brett Favre / Sterling Sharpe AP, PROTO 1994 Pro Set Power National Promos #NNO",9.99,9.99,9.99,9.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400707357,Brett Favre 1997 Pro Line Brett Favre 10 #BF8 Green Bay Packers,3.29,4.09,4.09,4.09,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400707358,Brett Favre 1997 Pro Line Board Members #BM4 Green Bay Packers,7.39,,,,0,No solds | No actives | No data,
336241665574,Brett Favre 1997 Ultra Blitzkrieg #6 Green Bay Packers,2.07,5.49,2.99,2.99,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665575,Brett Favre 1995 Fleer Metal #70 Green Bay Packers,1.49,2.245,1.79,1.79,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665578,Brett Favre 1996 SkyBox Premium #63 Green Bay Packers,1.49,,,,0,No solds | No actives | No data,
336241665579,Brett Favre 1993 SkyBox Impact #108 Green Bay Packers,1.49,,,,0,No solds | No actives | No data,
336241665581,Brett Favre 1994 Ultra #107 Green Bay Packers,1.49,2.19,2.19,2.19,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665582,Brett Favre 1995 SkyBox Premium #46 Green Bay Packers,1.55,,,,0,No solds | No actives | No data,
336241665585,Brett Favre 1995 SkyBox Impact Impact Power #IP15 Green Bay Packers,1.49,,,,0,No solds | No actives | No data,
336241665587,Brett Favre 1996 Ultra Sensations Blue #39 Green Bay Packers,1.49,2.025,2.1,2.1,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665589,Brett Favre 1996 SkyBox Impact #198 Green Bay Packers,1.49,,,,0,No solds | No actives | No data,
336241665590,Brett Favre 1998 Ultra #365 Green Bay Packers,1.49,2.0,1.99,1.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665592,Brett Favre 1995 SkyBox Premium Paydirt Gold #PD10 Green Bay Packers,1.59,,,,0,No solds | No actives | No data,
336241665593,Brett Favre 1995 Flair Hot Numbers #6 Green Bay Packers,2.12,2.9800000000000004,2.6,2.6,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665594,Brett Favre 1996 Ultra #57 Green Bay Packers,1.49,1.795,2.7350000000000003,2.75,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665595,Brett Favre 1995 SkyBox Impact Countdown #C9 Green Bay Packers,1.49,,,,0,No solds | No actives | No data,
336241665596,Brett Favre 1997 Pro Line DC III #89 Green Bay Packers,1.62,1.62,,1.6,0,Browse BIN | No actives | Sold median P1,
336241665597,Brett Favre 1997 Pro Line Brett Favre 10 #BF6 Green Bay Packers,1.49,2.18,5.59,5.59,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241665598,Brett Favre 1997 Pro Line Brett Favre 10 #BF3 Green Bay Packers,3.39,3.34,3.34,3.35,2,Browse BIN | ActiveCache | Active median P1,
236400711584,Brett Favre 2021 Donruss Optic #93 Green Bay Packers,1.49,,1.79,1.79,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711586,Brett Favre 2001 Upper Deck Pros & Prospects #32 Green Bay Packers,1.51,1.51,,1.5,0,Browse BIN | No actives | Sold median P1,
236400711587,"Brett Favre ""Gnugen"" 1993 Upper Deck #439 Green Bay Packers",1.49,2.115,2.115,2.1,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711588,Brett Favre 1996 Upper Deck Silver Collection #191 Green Bay Packers,1.49,,,,0,No solds | No actives | No data,
236400711589,Brett Favre 1997 Collector's Choice Memorable Moments #4 Green Bay Packers,2.23,2.23,2.23,2.25,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400711591,Brett Favre 1996 Upper Deck Silver Collection #212 Green Bay Packers,1.68,1.99,1.99,1.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711592,Brett Favre / Rick Mirer 1996 Upper Deck - Hot Properties Gold #HT-4,5.99,8.99,5.99,5.99,10,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400711593,Brett Favre 1997 Leaf #184 Green Bay Packers,1.49,1.9,1.85,1.85,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711594,Brett Favre 1994 Upper Deck Predictors Exchange: League Leaders #R5,2.49,2.49,2.49,2.49,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400711595,Brett Favre 1996 Collector's Choice A Cut Above #6 Green Bay Packers,1.49,1.98,1.99,1.99,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711596,Brett Favre 1997 Upper Deck #207 Green Bay Packers,1.49,2.25,2.25,2.25,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711597,Brett Favre 1996 Donruss Elite SN #9 #/10000 Green Bay Packers,5.79,5.779999999999999,,5.79,0,Browse BIN | No actives | Sold median P1,
236400711598,Brett Favre 1993 Upper Deck Pro Bowl #PB14 Green Bay Packers,3.29,4.140000000000001,4.19,4.19,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711599,Brett Favre 1997 Upper Deck Team Mates #TM21 Green Bay Packers,1.34,3.99,4.0,4.0,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711600,Brett Favre 2001 Leaf Rookies & Stars #5 Green Bay Packers,1.49,1.995,,1.99,0,Browse BIN | No actives | Sold median P1,Updated successfully (business policy warning only)
236400711601,Brett Favre 1994 Upper Deck #250 Green Bay Packers,1.49,4.99,3.04,3.05,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711602,Brett Favre / Vonnie Holliday 1998 UD Choice StarQuest/RookQuest Red #SR04,4.99,4.99,4.99,4.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400711603,Brett Favre 1995 SP Championship #111 Green Bay Packers,1.58,1.85,4.315,4.3,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711605,Brett Favre 1996 SP #33 Green Bay Packers,1.59,1.79,2.08,2.09,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711606,Brett Favre 1999 Upper Deck Live Wires #L6 Green Bay Packers,1.92,2.71,2.0,2.0,7,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400711607,Brett Favre 1993 Upper Deck Future Heroes #44 Green Bay Packers,1.49,,1.6,1.6,7,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400711608,Brett Favre 1996 Upper Deck Silver Collection All-NFL Team #AN7 Green Bay,2.09,2.09,2.09,2.09,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400711609,Brett Favre 1993 SP #93 Green Bay Packers,1.49,2.37,2.99,2.99,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711610,Brett Favre 2002 SPx #64 Green Bay Packers,2.06,2.95,2.95,2.95,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711611,Brett Favre 1999 Upper Deck Ovation #21 Green Bay Packers,1.49,2.99,1.99,1.99,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711612,Brett Favre 1996 Collector's Choice #178 Green Bay Packers,1.49,2.99,2.99,2.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400711614,Brett Favre 1994 SP Die Cut #163 Green Bay Packers,1.63,2.6900000000000004,2.89,2.89,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668661,Brett Favre 1997 Donruss #2 Green Bay Packers,1.59,1.9,1.99,1.99,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668662,Brett Favre 1996 Collector's Choice MVPs #M17 Green Bay Packers,1.49,3.2750000000000004,1.79,1.79,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668663,Brett Favre 1996 Collector's Choice Update Play Action Stick-Ums #S4 Green Bay,2.19,2.19,2.19,2.19,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241668664,Brett Favre 1994 Collector's Choice Silver #309 Green Bay Packers,1.98,6.24,6.24,6.25,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668665,Brett Favre 1999 Upper Deck PowerDeck #PD5 Green Bay Packers,5.89,,,,0,No solds | No actives | No data,
336241668666,Brett Favre 1999 Upper Deck Quarterback Class #QC9 Green Bay Packers,1.55,1.87,1.79,1.79,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668668,Brett Favre 1996 Upper Deck - Team Trio #TT50 Green Bay Packers,1.75,1.885,1.75,1.75,7,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241668669,Brett Favre 1998 Upper Deck #112 Green Bay Packers,1.49,2.99,1.95,1.95,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668670,Brett Favre 1998 SP Authentic #71 Green Bay Packers,1.49,1.58,1.99,1.99,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668671,Brett Favre 1993 Upper Deck #360 Green Bay Packers,1.49,1.89,1.89,1.89,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668672,Brett Favre 1995 Upper Deck #39 Green Bay Packers,1.49,1.79,1.79,1.79,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668673,Brett Favre / Vonnie Holliday 1998 UD Choice StarQuest/RookQuest Blue #SR04,1.79,2.265,1.59,1.59,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668674,Brett Favre 1995 Collector's Choice #73 Green Bay Packers,1.49,5.68,2.95,2.95,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668675,Brett Favre 1998 Leaf Rookies & Stars Power Tools #241 Green Bay Packers,3.09,2.5,2.5,2.5,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241668676,Brett Favre 2001 Upper Deck #63 Green Bay Packers,1.51,2.99,2.99,2.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719085,Emmitt Smith 1992 Action Packed #56 Dallas Cowboys,1.49,3.82,1.99,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719087,Emmitt Smith 1994 Action Packed Prototypes #FB943 Dallas Cowboys,1.99,3.66,2.2,2.2,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719088,Emmitt Smith 1999 Collector's Edge Triumph Pack Warriors #PW3 Dallas Cowboys,1.99,3.1550000000000002,1.98,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400719089,Emmitt Smith 1992 Action Packed #283 Dallas Cowboys,3.29,4.99,4.99,4.99,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719090,Emmitt Smith 1995 Action Packed #2 Dallas Cowboys,1.34,2.95,3.32,3.3,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719091,Emmitt Smith 2000 Collector's Edge Masters Legends SN #ML8 Dallas Cowboys,10.49,10.49,,10.49,0,Browse BIN | No actives | Sold median P1,
236400719092,Emmitt Smith 1994 Action Packed All-Madden #1 Dallas Cowboys,1.49,,,,0,Browse BIN | No actives | No data,
236400719093,Emmitt Smith 1993 Action Packed 1000 Yd Rushers #RB8 Dallas Cowboys,2.99,,,,0,No solds | No actives | No data,
236400719094,Emmitt Smith 1992 Action Packed Prototypes #92N NEW SEALED,9.99,4.970000000000001,2.5,5.99,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719095,Emmitt Smith 1991 Action Packed #59 Dallas Cowboys,1.89,3.7750000000000004,2.6,2.6,10,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719096,Emmitt Smith 1994 Action Packed #22 Dallas Cowboys,2.79,1.99,1.99,1.99,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400719097,Emmitt Smith 1993 Collector's Edge Edge F/X #F/X20 Dallas Cowboys,1.49,,,,0,No solds | No actives | No data,
236400719098,Emmitt Smith 1994 Collector's Edge Edge F/X Silver Backs #4 Dallas Cowboys,2.49,2.68,2.49,2.49,5,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241677202,Emmitt Smith 2000 Collector's Edge Supreme #39 Dallas Cowboys,1.52,1.97,1.97,1.95,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241677203,Emmitt Smith 1994 Collector's Edge Excalibur #15 Dallas Cowboys,1.59,1.87,,1.89,0,Browse BIN | No actives | Sold median P1,Updated successfully (business policy warning only)
336241677204,Emmitt Smith 1999 Collector's Edge Advantage Memorable Moments #MM4 Cowboys,4.29,6.395,4.29,4.29,5,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241677205,Emmitt Smith 1995 Collector's Edge EdgeTech #4 Dallas Cowboys,2.09,2.19,2.39,2.39,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241677206,Emmitt Smith 1992 Collector's Edge #32 Dallas Cowboys,1.69,5.24,6.345000000000001,6.35,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241677207,Emmitt Smith 1993 Action Packed #13 Dallas Cowboys,3.09,7.18,7.18,7.19,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241677208,Emmitt Smith 1991 Action Packed All-Madden #27 Dallas Cowboys,2.29,2.99,2.32,2.3,7,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241677209,Emmitt Smith 1995 Collector's Edge #56 Dallas Cowboys,1.59,1.75,3.39,3.39,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241677210,Emmitt Smith 1994 Collector's Edge Boss Squad Silver #44 Dallas Cowboys,1.99,1.99,,1.99,0,Browse BIN | No actives | Sold median P1,
336241677211,Emmitt Smith 1999 Collector's Edge Triumph #T17 Dallas Cowboys,2.09,2.09,2.09,2.09,6,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241677212,Emmitt Smith 1993 Collector's Edge SN #48 Dallas Cowboys,1.69,1.72,,1.7,0,Browse BIN | No actives | Sold median P1,
236400723671,Emmitt Smith 1991 Wild Card #46 Dallas Cowboys,1.59,3.5,1.75,1.75,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723672,Emmitt Smith 1997 Score Board NFL Experience #1 Dallas Cowboys,1.79,2.59,21.295,21.3,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723674,Emmitt Smith 1997 Score Board Players Club #20 Dallas Cowboys,1.69,4.47,4.47,4.45,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723676,Emmitt Smith 1993 Wild Card #87 Dallas Cowboys,1.49,3.99,3.49,3.49,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723678,Emmitt Smith 1996 Classic NFL Experience #1 Dallas Cowboys,1.49,,1.98,1.99,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723679,Emmitt Smith 1996-97 Score Board All Sport PPF #87 Dallas Cowboys,1.69,1.9,1.9,1.9,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723680,Emmitt Smith 1995 Pro Line #304 Dallas Cowboys,1.69,3.33,2.99,2.99,10,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723681,Emmitt Smith 1996 Classic NFL Rookies #75 Florida Gators,1.69,1.99,1.74,1.75,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400723682,Emmitt Smith 1995 Classic NFL Experience #26 Dallas Cowboys,1.49,1.995,1.98,1.99,12,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723683,Emmitt Smith 1996 Classic NFL Experience #124 Dallas Cowboys,1.49,2.0,1.99,1.99,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723684,Emmitt Smith 1996-97 Score Board All Sport PPF Revivals #REV6 Dallas Cowboys,2.33,3.28,2.33,2.35,10,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400723685,Emmitt Smith 1996-97 Score Board All Sport PPF #126 Dallas Cowboys,1.71,1.745,,1.75,0,Browse BIN | No actives | Sold median P1,
236400723686,Emmitt Smith 1994 Coca-Cola Monsters of the Gridiron #8 Dallas Cowboys,2.09,,,,0,No solds | No actives | No data,
236400723687,Emmitt Smith 1996 Pro Line II Intense #74 Dallas Cowboys,1.49,1.99,1.99,1.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680557,Emmitt Smith 1996-97 Score Board All Sport PPF Gold #195 Dallas Cowboys,2.09,4.0,4.0,4.0,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680558,Emmitt Smith 1997 Pro Line DC III #81 Dallas Cowboys,1.89,3.48,3.48,3.49,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680560,Emmitt Smith 1992 Wild Card Stat Smashers Exchange #P-2 Dallas Cowboys,2.29,2.99,2.0,2.0,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680561,Emmitt Smith 1995 Classic NFL Rookies #110 Dallas Cowboys,1.59,1.99,1.6,1.6,13,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241680562,Emmitt Smith 1995 Classic Images Four Sport #75 Dallas Cowboys,1.59,2.75,2.75,2.75,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680564,Emmitt Smith 1994 NFL Properties Back to School #NNO Dallas Cowboys,5.79,5.59,5.59,5.59,2,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241680565,Emmitt Smith 1994 Classic NFL Experience Sneak Preview Card #NNO,2.29,2.385,2.29,2.29,4,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241680566,Emmitt Smith 1992 Wild Card #245 Dallas Cowboys,1.49,3.49,1.99,1.99,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680568,Emmitt Smith 1993 Pro Line Live #62 Dallas Cowboys,1.49,,99.0,99.0,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723688,Emmitt Smith 1993 Superstars Promo Card Oddball RARE #NNO,99.99,99.99,99.99,99.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400723689,Emmitt Smith 1992 Wild Card Stat Smashers #SS-46 Dallas Cowboys,2.42,4.49,3.99,3.99,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723690,Emmitt Smith 1992 Ballstreet #NNO Dallas Cowboys,4.99,5.34,5.34,5.35,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723691,Emmitt Smith 1993 Showtime Magazine Promos #NNO Dallas Cowboys,3.99,3.99,3.99,3.99,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400723693,Emmitt Smith 1995 Pro Line Game Breakers #GB23 Dallas Cowboys,1.89,2.185,2.13,2.15,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723694,Emmitt Smith 1995 Pro Line Silver #304 Dallas Cowboys,1.99,2.34,2.34,2.35,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723695,Emmitt Smith 1994 Images #IF1 Dallas Cowboys,2.09,3.5,2.5,2.5,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723696,Emmitt Smith 1994 Pro Line Live #404 Dallas Cowboys,1.49,3.995,3.0,3.0,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723697,Emmitt Smith 1992 Wild Card #273 Dallas Cowboys,1.49,2.48,2.48,2.49,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723698,Emmitt Smith 1997 Pro Line DC III Die-Cut #1 Dallas Cowboys,2.69,2.69,,2.69,0,Browse BIN | No actives | Sold median P1,
236400723699,Emmitt Smith 1994 Pro Line Live #1 Dallas Cowboys,1.49,3.3400000000000003,2.53,2.55,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236400723701,Emmitt Smith 1995 Classic Assets Gold #31 Dallas Cowboys,1.59,2.49,1.59,1.59,14,Browse BIN | Browse BIN (Tier1) | Active median P1,
236400723702,Emmitt Smith 1995 Classic Five Sport #197 Dallas Cowboys,1.59,1.74,1.74,1.75,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680569,Emmitt Smith 1991 Star Pics #20 Florida Gators,1.99,2.49,2.0,2.0,9,Browse BIN | Browse BIN (Tier1) | Active median P1,
336241680571,Emmitt Smith 1997 Score Board Visions Signings Gold #39 Dallas Cowboys,3.99,5.77,,5.75,0,Browse BIN | No actives | Sold median P1,Updated successfully (business policy warning only)
336241680572,Emmitt Smith 1992 All World #1 Dallas Cowboys,1.49,2.95,1.99,1.99,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680573,Emmitt Smith 1992 All World #210 Dallas Cowboys,1.49,2.99,2.99,2.99,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680574,Emmitt Smith 1995 Classic NFL Rookies Silver #110 Dallas Cowboys,1.49,2.13,2.13,2.15,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336241680575,Emmitt Smith 1996 Classic Visions #126 Dallas Cowboys,1.49,2.25,,2.25,0,Browse BIN | No actives | Sold median P1,Updated successfully (business policy warning only)
336241680576,Michael Irvin 1995 Pro Line MVP Redemptions (PR4000) #MVP 10 Dallas Cowboys,6.39,,,,0,No solds | No actives | No data,
336241680578,Emmitt Smith 1994 Pro Line Live Spotlight #PB5 Dallas Cowboys,1.89,1.89,1.89,1.89,11,Browse BIN | Browse BIN (Tier1) | Active median P1,
236409493952,Emmitt Smith 2002 Score #71 Dallas Cowboys,2.4,3.24,3.24,3.25,2,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493953,Emmitt Smith 1996 Score #272 Dallas Cowboys,1.75,3.68,2.99,2.99,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493954,Emmitt Smith 1991 Score #15 Dallas Cowboys,1.5,3.19,1.79,1.79,13,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493955,Troy Aikman / Emmitt Smith 1999 Score #274 Dallas Cowboys,10.65,12.08,12.08,12.09,1,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493957,Emmitt Smith 1995 Score Red Siege #206 Dallas Cowboys,4.29,2.99,2.99,2.99,8,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493958,Emmitt Smith 1997 Score #318 Dallas Cowboys,2.7,2.49,1.88,1.89,9,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493959,Emmitt Smith 1992 Score #65 Dallas Cowboys,1.7,2.99,2.99,2.99,3,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493960,Emmitt Smith 1995 Summit #64 Dallas Cowboys,6.75,2.3200000000000003,2.99,4.05,5,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493962,LaDainian Tomlinson / Emmitt Smith 2003 Score Reflextions #R-3,6.2,6.2,6.2,6.2,3,Browse BIN | Browse BIN (Tier1) | Active median P1,
236409493963,Emmitt Smith 1998 Score #7 Dallas Cowboys,2.55,,7.45,7.45,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
236409493964,Emmitt Smith 1998 Score #261 Dallas Cowboys,1.8,2.16,1.99,1.99,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336248487025,Emmitt Smith 1993 Score #14 Dallas Cowboys,1.95,2.85,2.85,2.85,6,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336248487026,Emmitt Smith 2017 Score Standout Numbers #9 Dallas Cowboys,1.75,1.875,1.66,1.65,11,Browse BIN | Browse BIN (Tier1) | Active median P1,
336248487027,Emmitt Smith 1999 Score #64 Dallas Cowboys,1.75,2.0,2.0,2.0,4,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336248487029,Emmitt Smith / Troy Aikman / Michael Irvin 2017 Score Drive Team #15,3.7,3.7,3.7,3.7,3,Browse BIN | Browse BIN (Tier1) | Active median P1,
336248487030,NFC Checklist 1995 Score #238 Dallas Cowboys,1.7,1.67,,1.65,0,Browse BIN | No actives | Sold median P1,
336248487032,Emmitt Smith 1994 Score #40 Dallas Cowboys,1.85,1.99,1.99,1.99,6,Browse BIN | Browse BIN (Tier1) | Active median P1,
336248487034,Emmitt Smith 1995 Summit #177 Dallas Cowboys,1.85,1.995,1.99,1.99,9,Browse BIN | Browse BIN (Tier1) | Active median P1,
336248487035,Emmitt Smith 2000 Score #53 Dallas Cowboys,1.75,1.79,1.79,1.79,1,Browse BIN | Browse BIN (Tier1) | Active median P1,
336248487036,Emmitt Smith 1994 Score #330 Dallas Cowboys,1.75,1.99,1.75,1.75,9,Browse BIN | Browse BIN (Tier1) | Active median P1,
336248487037,Emmitt Smith 1995 Score #206 Dallas Cowboys,2.1,2.49,1.99,1.99,9,Browse BIN | Browse BIN (Tier1) | Active median P1,
336248487038,Emmitt Smith 1996 Score Numbers Game #8 Dallas Cowboys,3.25,3.875,2.6,2.6,11,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
336248487039,Emmitt Smith 1996 Score #1 Dallas Cowboys,1.75,1.99,1.98,1.99,7,Browse BIN | Browse BIN (Tier1) | Active median P1,Updated successfully (business policy warning only)
